timestamp,x,y,z,qw,qx,qy,qz
20250702_164034_835971,9.975581169128418,10.426715850830078,-10.521210670471191,0.9839140772819519,1.6480358681292273e-05,-1.1655035450530704e-05,-0.1786423623561859
