timestamp,x,y,z,qw,qx,qy,qz
20250702_164034_835971,15.40673542022705,-0.0074658202938735485,-10.382919311523438,0.9868068695068359,-1.1334610462654382e-05,-1.6436615624115802e-06,-0.16190168261528015
